,feature,class_label
18,"[-7.86117249e+02  1.12663345e+02  7.81286418e-01  4.15737677e+00
 -1.34094387e-01  1.13680754e+01 -4.72996759e+00  3.29943681e+00
 -6.19602799e-01 -1.40520406e+00 -1.10124502e+01 -2.42604899e+00
 -2.74657273e+00 -3.20760059e+00 -5.37633467e+00 -2.91826820e+00
 -8.70631099e-01  3.99289989e+00 -1.93939912e+00  8.26063335e-01
 -8.01625907e-01 -1.83899194e-01 -4.45679998e+00  1.61112219e-01
 -4.02345753e+00  3.27947259e+00 -3.51362801e+00 -9.42732453e-01
 -2.57057762e+00  7.47740269e-01 -1.46447945e+00  1.32416034e+00
 -4.17950392e+00  8.13466847e-01 -2.11372995e+00 -1.50319052e+00
 -2.25901198e+00  2.80472684e+00 -5.05199194e-01  3.32081795e+00]",0
19,"[-7.5547559e+02  1.2132546e+02 -6.6538472e+00  8.2327890e+00
 -8.5250206e+00  1.8976558e+00 -1.1310088e+01 -1.8862793e+00
 -6.5194583e-01  1.3885334e+00 -6.9712424e+00 -1.4797275e+00
 -4.4598184e+00 -2.9988327e+00  4.8125204e-01 -3.2808716e+00
 -1.4587328e+00  4.2964797e+00 -6.1280150e+00 -2.9771438e+00
 -7.4476719e+00 -3.0885062e-01 -2.8070471e+00  2.8249865e+00
  2.3457639e+00  4.5469494e+00 -2.8078089e+00 -6.9371051e-01
 -5.1596837e+00 -2.3631701e+00 -1.7147065e+00  2.5852807e+00
 -3.3798797e+00  2.1876507e+00 -1.0065956e+00  9.2051810e-01
 -8.0048978e-01  2.0227008e+00 -1.6703367e+00  2.2425933e+00]",0
20,"[-7.65380310e+02  1.16596306e+02 -3.74153399e+00  8.33784962e+00
 -5.04292917e+00  5.85629463e+00 -7.12042570e+00  4.68692398e+00
  2.25045276e+00  3.38498950e+00 -1.10220480e+01 -6.38637209e+00
 -3.26794362e+00 -3.48889303e+00 -4.03675938e+00 -3.13223267e+00
 -1.15502775e+00  9.24318969e-01 -6.00796413e+00  3.31566155e-01
 -2.91260624e+00 -8.49364460e-01 -5.52834606e+00 -5.41298449e-01
 -2.60188317e+00  2.67528462e+00 -2.21334934e+00  7.59803951e-01
 -3.42859244e+00  7.42433906e-01 -1.58538103e+00  1.32928514e+00
 -2.76357651e+00  7.91338146e-01 -2.93401194e+00 -1.32001579e+00
 -2.01107049e+00  2.07079244e+00 -5.19173801e-01  2.93197465e+00]",0
21,"[-7.41174927e+02  1.16800995e+02 -9.81745625e+00  7.65073013e+00
 -9.11855602e+00  1.25966768e+01 -3.93232465e+00  4.80711269e+00
 -1.64254427e+00  5.56815815e+00 -7.26483774e+00 -2.11340141e+00
 -1.98983514e+00 -4.01061773e+00 -2.75021863e+00 -7.14779258e-01
  7.88213551e-01  1.15261018e+00 -2.72794914e+00  2.01611066e+00
 -9.89810050e-01  1.77655244e+00 -1.12257886e+00  7.73947775e-01
 -4.27426195e+00  3.16393280e+00 -3.53736377e+00 -5.58731198e-01
 -3.81034803e+00 -5.38861193e-02 -8.71633768e-01  1.82213497e+00
 -2.39030147e+00  2.48240829e+00 -2.08183861e+00 -2.21813512e+00
 -4.29297400e+00  1.47305346e+00 -9.13428903e-01  3.42737198e+00]",0
22,"[-7.6497784e+02  1.1176941e+02 -8.5503560e-01  8.9881096e+00
 -5.7892542e+00  8.0684996e+00 -8.9430828e+00  3.1709094e+00
 -4.6960828e-01  1.6715057e+00 -9.2656851e+00 -3.0474243e+00
 -3.9551063e+00 -6.3465304e+00 -6.9877691e+00 -6.1070108e+00
 -1.7032453e+00 -6.4322203e-01 -7.7716212e+00 -1.6632898e+00
 -3.7109375e+00 -3.2926693e+00 -4.4711452e+00 -1.7271724e+00
 -6.1177950e+00  1.1544751e+00 -3.1568782e+00  1.4190632e+00
  6.7130464e-01  3.3350768e+00  4.9720672e-01  1.7797821e+00
 -4.5957594e+00  6.2883449e-01 -7.6680958e-01  3.7939698e-01
 -6.1276418e-01  1.4020360e+00 -1.8450087e+00  1.8126113e+00]",0
23,"[-7.9680463e+02  1.1195639e+02  2.4582033e+00  2.4986980e+00
  2.3254733e+00  1.0132403e+01 -3.9236948e+00  2.0750976e+00
 -7.1697187e-01 -6.5878564e-01 -1.1186668e+01 -4.9709845e+00
 -5.4841990e+00 -4.8754134e+00 -5.6283822e+00 -2.9115369e+00
 -6.7526883e-01  4.8088708e+00 -2.4020452e+00  2.3181188e+00
 -2.4442258e-01  7.8102869e-01 -3.7727909e+00 -5.3402472e-01
 -4.3924580e+00  1.6067096e+00 -5.1520514e+00 -3.4045951e+00
 -4.2785835e+00 -6.3445151e-01 -1.4903936e+00  2.8732934e+00
 -2.9965022e+00  1.4781799e+00 -2.0829558e+00 -3.0027974e+00
 -2.8951354e+00  2.3847549e+00 -6.5113413e-01  3.3373799e+00]",0
24,"[-7.3202930e+02  1.2250233e+02 -5.2066498e+00  1.3338969e+01
 -9.2589436e+00  1.2570161e+01 -2.0076833e+00  3.2656972e+00
  3.8001015e+00  7.4615269e+00 -7.8331909e+00 -4.5793638e+00
  2.6005879e-01 -4.1428475e+00 -5.2753601e+00 -6.0639305e+00
 -4.8751421e+00 -5.3284879e+00 -7.0093641e+00 -3.2507675e+00
 -2.4978375e+00  2.2290194e-01 -1.6719338e+00 -3.1022542e+00
 -5.9309545e+00 -4.1391740e+00 -6.8987041e+00 -1.9237841e+00
 -3.2228637e+00  1.5595354e+00 -2.2761550e+00 -2.7816331e+00
 -2.1335902e+00  2.4310334e+00 -2.7864818e-02 -5.2679998e-01
 -1.6676763e+00  8.0742306e-01 -9.2744166e-01  4.0115172e-01]",0
25,"[-7.81136108e+02  1.17091934e+02  4.32834673e+00  4.11747599e+00
 -1.83025372e+00  1.03461094e+01 -4.98077202e+00  3.42923999e+00
  1.81954241e+00  8.42605531e-01 -8.22781944e+00 -1.52749848e+00
 -2.42930984e+00 -3.98953319e+00 -3.87823939e+00 -3.86184382e+00
 -2.87944388e+00  2.26734805e+00 -3.61174655e+00  7.48827159e-01
 -3.24878073e+00 -1.74704921e+00 -4.06911278e+00 -9.02483284e-01
 -3.19204926e+00  2.54188251e+00 -3.15103364e+00 -1.06995237e+00
 -2.21537614e+00  7.11793661e-01 -9.40049946e-01  2.01425409e+00
 -4.30398750e+00  6.22260213e-01 -5.98574936e-01 -1.63351512e+00
 -1.28920507e+00  2.17060494e+00 -1.63154447e+00  3.37565422e+00]",0
26,"[-7.90156860e+02  1.08356995e+02  2.45217395e+00  6.62989187e+00
 -6.03122599e-02  1.34441166e+01 -3.91323835e-01  4.60551119e+00
 -6.27999067e-01 -8.87705028e-01 -1.16354046e+01 -2.49235725e+00
 -2.70147872e+00 -4.13060093e+00 -3.95084429e+00 -1.57808566e+00
 -2.41440013e-01  3.96629310e+00 -2.02232623e+00  2.81328583e+00
 -5.95241129e-01 -9.33435798e-01 -4.30951405e+00  6.70352057e-02
 -5.44119310e+00  1.85000622e+00 -3.18654275e+00 -1.85345876e+00
 -2.97190166e+00  6.61835253e-01 -1.12265325e+00  1.94189239e+00
 -4.42774916e+00  6.32751286e-01 -2.05583882e+00 -1.21569443e+00
 -2.00459266e+00  2.38258886e+00 -1.78865242e+00  3.12993336e+00]",0
27,"[-7.9176318e+02  1.1188976e+02  5.8364835e+00  6.4628730e+00
  9.9113858e-01  1.3365726e+01 -2.9221900e+00  4.5435572e+00
 -3.5391241e-01 -1.2245966e+00 -8.1225595e+00 -2.3306283e-01
 -2.5081782e+00 -3.3285000e+00 -2.9182346e+00  3.1919259e-01
  1.6871510e+00  5.5924315e+00 -2.5677750e+00  1.4750917e+00
 -2.0618837e+00 -1.0738566e+00 -3.8928244e+00 -1.5246066e-01
 -4.0692701e+00  2.8664680e+00 -1.7244370e+00  2.7462727e-01
 -1.7742766e+00  2.6583414e+00  7.1853012e-01  3.6791463e+00
 -2.8412807e+00  8.5805833e-01 -2.1242235e+00 -1.9463903e+00
 -2.4330525e+00  2.2233412e+00 -1.1226535e+00  2.8197656e+00]",0
28,"[-7.6161755e+02  1.1930490e+02  5.9235659e+00  1.0334328e+01
  1.7741901e+00  1.3624353e+01 -3.4449739e+00  4.5883379e+00
 -4.6424899e+00 -3.7716861e+00 -9.1861219e+00 -6.6853395e+00
 -4.9542298e+00 -6.8692522e+00 -4.3984752e+00 -4.8573809e+00
 -6.7130262e-01  4.5152485e-01 -3.0053353e+00 -1.3308893e+00
 -2.1407800e+00 -2.2481401e+00 -3.4496124e+00 -2.8883398e+00
 -4.9764132e+00  1.0331280e+00 -1.8941387e+00 -2.2259490e+00
 -1.6630377e+00  2.7660584e-01 -1.1582245e+00 -3.5028204e-01
 -2.9757161e+00 -6.0366577e-01 -9.7622943e-01 -2.3126478e+00
 -1.8740301e+00  1.2679164e-01 -2.7471426e-01  2.6621795e+00]",0
29,"[-7.8731134e+02  1.1112310e+02  1.2002391e+00  4.7158232e+00
 -1.9021622e+00  8.3324890e+00 -4.5781269e+00  3.1395917e+00
 -1.9473305e+00 -8.4929693e-01 -1.0368062e+01 -3.3854725e+00
 -4.8515630e+00 -5.0906382e+00 -3.4844494e+00 -1.4075592e+00
 -5.5055225e-01  3.2833557e+00 -3.2210455e+00  2.8588048e-01
 -3.5152490e+00 -1.7708941e+00 -4.4259171e+00 -1.4485694e+00
 -5.3480601e+00  1.6597792e+00 -5.2143402e+00 -2.3942530e+00
 -4.1111789e+00  1.6310711e-01 -9.5828789e-01  1.7976350e+00
 -4.7936487e+00  3.3780992e-01 -1.8753740e+00 -2.0554788e+00
 -2.1798551e+00  1.4409378e+00 -1.8701973e+00  3.1887670e+00]",0
30,"[-7.79697571e+02  1.14559067e+02 -9.15871739e-01  3.67537713e+00
 -8.47179830e-01  1.12267809e+01 -4.82837534e+00  2.39885139e+00
 -2.84367323e+00 -2.05364680e+00 -1.09020720e+01 -3.29089713e+00
 -5.13018370e+00 -5.43247461e+00 -3.33785319e+00 -1.79257452e+00
 -1.15227878e+00  2.59678793e+00 -4.00936842e+00  1.87141263e+00
 -9.07733083e-01 -1.92379498e+00 -5.49604273e+00 -1.57024550e+00
 -6.34163141e+00  2.50238085e+00 -3.32214046e+00 -1.32495153e+00
 -2.75017476e+00  1.16879575e-01 -1.44013369e+00  1.13268495e+00
 -4.94756603e+00  1.17396867e+00 -1.03022361e+00 -1.80715013e+00
 -2.04581714e+00  2.09391212e+00 -8.14272285e-01  4.94336796e+00]",0
31,"[-7.9053998e+02  1.1623504e+02  3.9105713e+00  3.2365358e+00
  2.0283842e+00  7.3514385e+00 -6.3208127e+00 -1.7647939e+00
 -4.9794645e+00 -3.3187988e+00 -9.1437798e+00 -3.0754437e+00
 -4.4733481e+00 -2.4494383e+00 -1.5206522e+00 -1.8203720e+00
 -2.9684055e+00  2.3202572e+00 -5.0206327e+00 -2.0023682e+00
 -3.8596420e+00 -1.9677240e+00 -3.0571423e+00  4.4591606e-01
 -3.2291036e+00  3.7757871e+00 -2.5979164e+00 -1.8372655e+00
 -1.5912427e+00 -4.1604027e-02 -2.6230705e+00  9.2687666e-01
 -4.2910848e+00 -5.7578218e-01 -2.6494508e+00 -7.4987310e-01
 -8.4396732e-01  3.8555408e+00  4.4080043e-01  2.8209465e+00]",0
32,"[-7.9574890e+02  1.1250110e+02  2.0126078e+00  1.2859520e+00
 -1.9712512e-01  8.9059258e+00 -3.9607537e+00  2.2048669e+00
 -2.5680265e-01 -4.3215886e-01 -8.6018219e+00 -7.4616146e-01
 -2.8101618e+00 -4.2472768e+00 -4.6049495e+00 -1.8960906e+00
 -2.1776588e+00  3.0842474e+00 -4.3431835e+00 -3.4510127e-01
 -1.9806345e+00 -1.3343528e-01 -3.7718699e+00 -8.1832296e-01
 -4.2239985e+00  3.3408687e+00 -2.9690177e+00 -2.2006755e+00
 -4.0943317e+00 -5.4868591e-01 -2.3434629e+00 -3.8326395e-01
 -6.4626436e+00  3.4864002e-01 -2.1328220e+00 -8.6575711e-01
 -1.2627267e+00  2.5139339e+00 -1.0781612e+00  3.8827858e+00]",0
33,"[-7.99969116e+02  1.12029266e+02  3.28914809e+00  1.23020720e+00
  1.44684470e+00  9.34814072e+00 -3.25486636e+00  2.56640697e+00
 -8.64877284e-01 -2.15771794e+00 -1.02729435e+01 -1.58913696e+00
 -3.56759405e+00 -3.45808983e+00 -3.38621783e+00 -1.41333294e+00
 -1.41246545e+00  3.89191651e+00 -3.29717708e+00  6.15604460e-01
 -2.42203736e+00 -9.30148661e-01 -3.83531308e+00 -1.35539627e+00
 -5.22084951e+00  3.38651252e+00 -2.11026692e+00 -2.32239819e+00
 -5.20896244e+00 -1.46360624e+00 -1.82946527e+00  1.69339621e+00
 -4.48805904e+00  5.11914313e-01 -2.22341394e+00 -1.61976480e+00
 -2.57233000e+00  2.11612463e+00 -9.43278253e-01  3.30622840e+00]",0
